rank,name,url,overallRating,easeOfUse,design,features,outputs,privacy,accountFriction,resultQuality,bestFor,pricing,tags
228,RandomGenerator.one Random Generator Pairs,https://randomgenerator.one/random-generator-pairs/,3.0,3.4,3.0,2.0,1.2,3.4,5.0,2.3,Random pair generator with color-coded cards and odd-person handling,Free web tool. No account required.,
229,Roulette Rush Team Generator,https://roulette-rush.vercel.app/tools/team-generator,3.0,3.2,4.0,2.5,1.4,4.0,5.0,2.3,Visual marble-race team picker with weighted entries and no-signup flow,Free web tool. No signup required.,privacy-friendly
230,Ruletaa Random Team Generator,https://ruletaa.net/en/team-generator,3.0,3.3,3.3,2.7,3.0,3.0,5.0,2.4,Browser-local random groups with dedupe and CSV/image download,Free web tool; no login required.,strong-exports
231,Simple Toolz Random Group Generator,https://www.simple-toolz.com/random-group-generator,3.0,3.5,3.2,1.8,2.0,4.0,5.0,2.2,Client-side random group generator with copy result,Free web tool. No account required.,privacy-friendly
232,SpinnChoose Random Team Generator,https://spinnchoose.com/random-team-generator/,3.0,3.4,3.2,2.8,2.5,1.6,5.0,2.2,"Casual sports, gaming, and classroom team splits with list/bracket views",Free. No account is required.,
233,SpinOfLuck Team Picker Wheel,https://www.spinofluck.com/team-picker,3.0,3.0,3.5,3.0,1.5,3.6,5.0,2.6,"Ad-free wheel-based team picking with pick counts, weights, saved rosters, and fullscreen","Free, ad-free web tool. No signup required.",
234,SpreadsheetPlanet Random Group Generator,https://spreadsheetplanet.com/calculators/random-group-generator/,3.0,3.9,3.0,2.0,2.2,1.8,5.0,2.3,Spreadsheet tutorial-site group calculator with count/size modes and copy output,Free ad-supported web calculator. No account required.,
235,Steven Mi Group Generator,https://steven-mi.github.io/group-generator/,3.0,3.6,2.2,1.4,1.0,4.8,5.0,2.1,Tiny static random subgroup generator,Free static web tool. No account required.,"privacy-friendly,basic-randomizer"
236,TeacherWorksheetGenerator Student Group Generator,https://teacherworksheetgenerator.com/tools/student-group-generator,3.0,4.0,3.1,1.7,2.0,3.0,5.0,2.1,Fast classroom grouping with print/reset controls,Free ad-supported web tool. No account required.,basic-randomizer
237,Top Teacher Group Maker Digi-Tool,https://topteacher.com.au/resource/group-maker-digi-tool,3.0,2.7,3.8,3.6,1.8,2.0,1.8,3.0,"Subscription teacher digi-tool with manual/auto grouping, saved student lists, configurations, and points",Top Teacher subscription/account required; pricing page linked.,constraints
238,Utility Tools Random Team Generator,https://tools.futureapp.work/en/team-generator,3.0,4.1,3.4,1.8,1.8,3.2,5.0,2.1,Basic browser-side random team splitting with quick team-count controls,Free ad-supported web tool. No account is required.,basic-randomizer
239,UtilityNestAI Team Generator,https://www.utilitynestai.com/team-generator,3.0,3.0,3.2,3.0,3.0,2.2,4.8,2.7,"Small team splits with individual entry, skill-balance option, custom names, share, and export",Free. No account is required for the generator.,"constraints,ai-assisted"
240,WheelPlay Team Picker Wheel,https://wheelplay.net/team-picker-wheel/,3.0,2.1,3.0,3.7,3.2,1.4,5.0,2.6,"Visual team picking with CSV export, representatives, and label/gender distribution options",Free. No account is required.,"constraints,strong-exports"
241,WTools Random Team Generator,https://wtools.dev/team-generator,3.0,3.8,3.1,1.8,1.0,2.0,5.0,2.1,Simple team picker with team-count preset and shuffle-again,Free ad-supported web tool. No account required.,basic-randomizer
242,AllTools.dev Random Team Generator,https://alltools.dev/tools/random/random-team-generator/,2.9,3.6,3.4,1.9,2.2,3.0,4.5,2.7,Crypto-random browser-side teams with print and share URL,Free web tool. No account required for browser-side use; signed-in users can opt in to saved calculations.,
243,Classroom.Group Online Group Generator,https://classroom.group/online-group-generator,2.9,3.6,3.7,2.2,1.4,3.6,4.4,2.2,Teachers who want a simple local web splitter and may later upgrade to the iOS Groups app,"Online generator is free. The iOS app is free with in-app purchases: Pro Monthly $2.99, Pro Yearly $14.99, or Pro $39.99.",
244,DecideHub Team Generator,https://decidehub.app/team-generator/,2.9,3.9,3.4,2.3,2.4,4.2,5.0,2.1,Sports-style two-to-six-team splits with copy and local saved rosters,Free. No account is required.,privacy-friendly
245,DecisionFlip Team Picker,https://decisionflip.com/team-picker,2.9,4.0,3.1,2.2,2.0,1.2,5.0,2.5,Basic random teams with balanced/random/snake distribution modes,"Free, ad-supported web tool. No account is needed for the team picker.",
246,FindUtils Random Picker / Team Mode,https://findutils.com/generate/random-picker/,2.9,3.4,3.2,2.2,2.4,3.0,5.0,2.2,Privacy-leaning browser-side team splits inside a multipurpose random picker,Free. No account is required.,
247,FunRandomPickers Random Team Generator,https://funrandompickers.com/teams/play,2.9,4.0,3.2,2.4,2.8,0.8,5.0,2.4,Simple visual team cards with copy/share and fullscreen,Free ad-supported web tool. No account required in the observed team workflow.,
248,FunToSpin Team Generator,https://funtospin.com/random/team-generator/,2.9,3.6,2.8,1.5,0.8,2.0,5.0,2.0,Simple classroom team generator,Free ad-supported web tool. No account required.,basic-randomizer
249,LDDGO Random Group Generator,https://www.lddgo.net/en/common/random-group,2.9,3.3,2.4,2.5,4.0,1.8,5.0,2.2,Random group generator with TXT/XLSX import and TXT/XLSX downloads,Free ad-supported web tool. No account required.,strong-exports
250,Linkorama Zufallsgenerator Gruppen bilden,https://www.linkorama.ch/zufallsgenerator-gruppen-bilden/,2.9,3.6,3.0,1.7,1.0,4.0,5.0,2.1,German random group generator with size/count modes,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
251,Microsoft Excel,https://www.microsoft.com/microsoft-365/excel,2.9,2.0,3.7,2.8,4.8,3.8,2.2,2.6,Spreadsheet users who want local files or organization-controlled rosters,"Included in Microsoft 365 plans or standalone Office licenses; Excel for the web is available with a Microsoft account, and organization/education pricing varies.","constraints,strong-exports"
252,OnlineTool.me Random Team Generator,https://onlinetool.me/Random-Team-Generator/,2.9,3.5,3.0,1.8,1.5,2.8,5.0,2.1,Basic random team generator with share-link control,Free web tool. No account required.,basic-randomizer
253,PickerBot Team Generator,https://pickerbot.app/team-generator/,2.9,3.5,3.5,1.7,1.0,3.0,5.0,2.0,Animated random team generator with dark/light mode,Free web tool. No account required.,basic-randomizer
254,QuickWheelSpin Team Picker,https://quickwheelspin.com/team-picker,2.9,3.7,3.8,2.3,2.6,2.8,5.0,2.1,Visual basic team picking with copy/share-image outputs,Free web tool. No account is required.,
255,Random Letter Generator Group Generator,https://randomlettergenerator.app/group-generator,2.9,4.2,3.8,1.9,2.2,2.7,5.0,2.2,"Polished simple random groups with paste input, group count, copy, and basic stats",Free web tool. No account required.,
256,RandomGenerator.one Random Generator Group,https://randomgenerator.one/random-generator-group/,2.9,3.7,3.0,1.7,2.0,3.0,5.0,2.1,Group-size randomizer with copy output,Free web tool. No account required.,basic-randomizer
257,RandomGroup.online,https://randomgroup.online/,2.9,4.0,2.8,2.2,3.5,3.0,5.0,2.1,"Multilingual basic random groups with copy, TXT, and Excel export",Free. No account is required.,
258,RandomGroup.org Random Group Generator,https://randomgroup.org/,2.9,4.5,3.5,2.4,3.5,3.0,5.0,2.1,No-account random groups with TXT/CSV export,Free. No account is required.,strong-exports
259,RandomizerKits Random Group Generator,https://www.randomizerkits.com/en/random-group,2.9,3.2,3.0,1.8,1.0,3.0,5.0,2.1,Multilingual random group generator with count/size modes,Free web tool. No account required.,basic-randomizer
260,RapidWebApp Random Team Generator,https://www.rapidwebapp.com/random-team-generator,2.9,3.7,2.7,2.5,3.0,0.8,5.0,2.2,"Iframe-based random teams with custom names, leaders, copy, and image export",Free. No account is required.,
261,Spinwheely Random Team Generator,https://spinwheely.com/random-team-generator,2.9,3.2,3.7,2.3,4.0,2.0,4.8,2.1,"Visual browser-side random teams with PDF, CSV, and text export",Free ad-supported web tool. No account is required for the generator; account buttons exist for broader Spinwheely features.,strong-exports
262,TeamShufflr,https://teamshufflr.com/de/,2.9,2.8,4.0,2.7,3.4,2.6,4.8,2.2,In-person workshops that want printable team cards rather than a normal result table,Basic version is free. The site mentions custom branded cards by contacting them.,
263,TrumpExcel Random Team Generator,https://trumpexcel.com/tools/random-team-generator/,2.9,4.5,3.7,2.0,4.0,1.5,5.0,2.0,Simple local random groups with spreadsheet-friendly output,Free web tool. No account required.,strong-exports
264,Wanglitou List Randomizer with Teams,https://www.wanglitou.com/list-randomizer/,2.9,3.0,2.7,2.7,3.2,3.2,5.0,2.1,Seedable list randomization and simple team output with copy/TXT download,Free. No account is required.,
265,Wheelpick Team Generator,https://wheelpick.app/team-generator,2.9,4.0,4.2,2.2,0.8,3.5,5.0,2.1,Polished no-account browser-side random teams from a saved roster,Free web tool. No account is required.,
266,Zoom breakout room assignment,https://support.zoom.com/hc/en/article?id=zm_kb&sysparm_article=KB0062540,2.9,3.0,3.6,3.0,2.8,3.2,2.0,2.3,Assigning live meeting participants directly into Zoom rooms,"Breakout rooms are available in Zoom meetings, including free/basic contexts, but meeting duration, participant capacity, admin controls, and large-meeting needs depend on Zoom plan and account settings.",constraints
267,A Lot Of Tools Team Generator,https://alotoftools.com/team-generator,2.8,3.4,3.0,1.8,1.8,2.8,5.0,2.1,Basic team generator with add-name workflow and copy-oriented results,Free web tool. No account required.,basic-randomizer
268,AIOneTools Random Team Generator,https://aionetools.com/tools/picker/team-generator-wheel,2.8,3.7,3.0,2.0,1.6,2.5,5.0,2.2,Simple browser-side random groups with shuffle and clean team cards,Free web tool; no signup required for tested generation.,ai-assisted
269,bCalculator Random Team Generator,https://bcalculator.com/tools/random-team-generator,2.8,3.4,2.6,1.4,0.8,1.7,5.0,2.1,Basic random team generator with verified two-team output,Free ad-supported web tool. No account required.,basic-randomizer
270,CalcTools.online Random Team Generator,https://calctools.online/en/random/team-generator,2.8,3.2,2.8,1.8,1.2,2.8,5.0,2.0,Utility-site team generator with count/member modes,Free web tool. No account required.,basic-randomizer
271,CalculationClub Random Team Generator,https://calculationclub.com/random-team-generator/,2.8,3.4,2.8,1.8,1.1,2.2,5.0,2.1,Basic random team generator with equal/unequal distribution toggle,Free ad-supported web tool. No account required.,basic-randomizer
272,Cojoro Team Generator,https://cojoro.dedyn.io/RandTeamGen/index.html,2.8,2.6,2.7,3.4,3.8,1.8,5.0,2.4,"Standalone team generation with custom team names, leader selection, and multiple export formats if certificate warnings are acceptable",Free. No account is required.,strong-exports
273,DiceGameHub List Randomizer & Team Generator,https://dicegamehub.com/tools/list-randomizer,2.8,3.6,3.2,2.2,2.8,2.8,5.0,2.1,Simple team generation with copy-all and image download,Free. No account is required.,
274,EasyEduTools Group Maker,https://www.easyedutools.com/en/tools/group-maker,2.8,2.7,3.6,3.3,2.8,2.2,2.0,2.8,"Productized teacher group maker with roster sync, drag/drop, save, presentation order, and PDF/copy claims",Free to use according to page; login required to open the tool/dashboard.,
275,Games by Marco Team Generator,https://teams.gamesbymarco.com/,2.8,4.7,3.8,1.8,1.0,4.7,5.0,2.1,Minimal private-ish random teams with team-count or team-size mode,Free web tool. No account is required.,"privacy-friendly,basic-randomizer"
276,Generate-Random.org Random Team Generator,https://generate-random.org/teams,2.8,4.1,3.2,2.5,4.0,0.8,5.0,2.1,Simple random teams with strong text/CSV/JSON exports if hosted processing is acceptable,Free web tool. No signup is required.,strong-exports
277,GeneratorHub Random Team Generator,https://generatorhub.org/other-generators/team-generator,2.8,3.2,2.8,1.9,1.0,3.0,5.0,2.0,Basic random team generator with optional custom team names,Free ad-supported web tool. No account required.,
278,GeneratorSuite Random Team Generator,https://generatorsuite.com/random-team-generator,2.8,3.2,2.8,1.8,1.2,2.4,5.0,2.0,Random team generator with members-per-team and number-of-teams controls,Free web tool. No account required.,basic-randomizer
279,GetRandomTools Random Grouping,https://www.getrandomtools.com/nl/random-group/,2.8,3.1,2.9,1.9,0.8,3.0,5.0,2.0,Multilingual random grouping utility with file/list input and configurable separator,Free web tool. No account required.,
280,Google Sheets,https://sheets.google.com/,2.8,2.0,3.7,2.8,4.7,3.4,2.0,2.6,Spreadsheet users willing to build their own random grouping template,Free with a Google account for consumer use; Google Workspace and Workspace for Education plans vary by organization.,"constraints,strong-exports"
281,GoOnlineTools Random Group Generator,https://goonlinetools.com/random-group-generator/,2.8,4.3,3.8,2.5,2.8,1.3,4.8,2.2,"Simple random groups with a modern UI, regenerate, statistics, and possible copy/download/share icons",Free web tool. No account required for generation; sign-in exists for the broader GoOnlineTools site.,constraints
282,Groupify,https://groupify-kappa.vercel.app/,2.8,3.0,3.2,2.5,2.3,4.0,5.0,2.1,Generated/manual/file member grouping tool with random grouping and Excel-style output claims,Free web app. No account required.,privacy-friendly
283,Gynzy Group Maker,https://www.gynzy.com/en/library/items/group-maker,2.8,3.6,4.3,2.0,2.3,1.8,5.0,2.1,Interactive whiteboard random groups inside Gynzy,"The Group Maker opens with “No account needed” from the Gynzy library page. Gynzy itself is a broader paid/education whiteboard platform, but this specific tool can be opened without signing in.",
284,InkPx Random Group Generator,https://inkpx.com/random-group-generator,2.8,4.0,3.1,2.1,1.6,1.4,5.0,2.1,Simple group-count splits with remembered local input history,"Free, ad-supported web tool. No account is required.",
285,iwoithe Random Group Generator,https://github.com/iwoithe/Random-Group-Generator,2.8,2.4,2.4,2.4,1.8,3.0,3.2,2.2,Open-source cross-platform random group generator repository,Free open-source desktop app under GPL-3.0.,
286,James Baum Team Generator,https://www.jamesbaum.co.uk/team-generator/,2.8,3.5,2.3,1.8,1.0,2.8,5.0,2.0,Classic team generator with themed team names,Free web tool. No account required.,basic-randomizer
287,Kody Tools Random Team Generator,https://www.kodytools.com/random-team-generator,2.8,3.2,2.8,1.7,1.8,2.4,5.0,2.0,Simple utility-site random team generator with copy/share controls,Free ad-supported web tool. No account required.,basic-randomizer
288,Kordu Team Randomizer,https://kordu.tools/tools/gaming/team-randomizer/,2.8,4.4,4.0,1.9,2.0,2.0,5.0,2.1,Clean browser-side random teams with re-roll and copy,Free. No account is required.,
289,Online-Calculator.org Random Team Generator,https://online-calculator.org/tools/random-team-generator.php,2.8,3.4,2.6,1.4,0.8,1.7,5.0,2.1,Basic random team generator with verified two-team output,Free ad-supported web tool. No account required.,basic-randomizer
290,OnlTools Random Group Generator,https://onltools.com/random-group-generator,2.8,4.0,3.0,1.8,1.0,2.6,5.0,2.2,Simple online random groups with by-size and by-number modes,Free web tool. No account required.,
291,Paji Lots Team Grouping,https://toolset.marco79423.net/en/random-group-generator,2.8,3.4,3.3,1.8,1.6,2.8,5.0,2.5,Browser-side random team grouping with CSPRNG,Free web tool. No account is needed.,
292,Pradoy Random Team Generator,https://www.pradoy.com/random-team-generator,2.8,3.6,3.3,2.1,1.7,2.4,5.0,2.3,Random teams with max-size mode and themed team names,Free web tool. No account is needed for the random team generator.,
293,Random Group Generator Chrome Extension,https://chromewebstore.google.com/detail/random-group-generator/ahdimffafoiopfpheklpnkmepibagijl,2.8,2.5,2.5,2.2,3.4,3.5,2.8,2.2,Chrome extension for Excel/CSV random groups,Free Chrome extension. Requires Chrome/Chromium extension installation.,strong-exports
294,Random Question Maker Random Team Generator,https://randomquestionmaker.com/more-tools/random-team-generator,2.8,3.6,2.5,1.5,1.0,2.4,5.0,2.0,Basic team generator embedded in a question-site tools page,Free ad-supported web tool. No account required.,basic-randomizer
295,Random Team Generator Android App,https://play.google.com/store/apps/details?id=com.argonremote.randomteamgenerator&hl=en,2.8,3.0,2.8,3.0,2.0,0.8,3.0,2.6,Android team generator with group management and manual assignment,Android app on Google Play. Pricing was not evaluated from the fetched listing.,
296,Randomdo Random Group Generator,https://www.randomdo.com/tools/random-group-generator,2.8,4.0,3.2,1.6,1.0,4.0,5.0,2.0,Minimal group-size randomizer with shuffle/reset and optional numbering,Free web tool. No account required.,"privacy-friendly,basic-randomizer"
297,RandomLists.top Team Generator,https://randomlists.top/team-generator/,2.8,3.6,2.6,2.5,2.7,2.4,5.0,2.1,"Simple large-list random teams with rename, upload, copy, and save",Free. No account is required.,
298,RandomlyFun Random Team Generator,https://randomlyfun.app/tools/random-team-generator,2.8,4.0,3.4,2.2,2.2,1.7,5.0,2.1,Casual 2–6 team splits with reroll/copy/share,"Free, ad-supported web tool. No account is required.",
299,Spin Name Picker Team Generator,https://spinnamepicker.com/team-generator,2.8,2.8,3.4,2.1,1.5,2.7,5.0,2.0,Wheel/name-picker site with a dedicated team-generation mode,Free ad-supported web tool. No account required.,
300,Spinnee,https://spinnee.com/,2.8,3.6,3.5,2.6,2.8,3.4,5.0,1.7,"Browser-local spinning wheel for random selection, classroom picks, raffles, and lightweight group-formation workflows",Free web tool. No account required.,
301,SpinPickOnline Team Picker,https://www.spinpickonline.com/team-picker,2.8,3.5,3.3,2.3,2.2,1.0,5.0,2.4,"Wheel-styled team generation with bulk add, regenerate, and share results",Free ad-supported web tool. No signup required for basic generation.,
302,SpinTheWheel.dev Team Picker Wheel,https://spinthewheel.dev/team-picker-wheel,2.8,3.2,3.8,2.8,2.6,3.0,5.0,1.8,"Wheel-based team picker with weights, import/export JSON, history, print, and themes",Free web tool. No account required.,
303,teamX,https://teamx.ro/,2.8,3.0,3.0,2.3,1.0,3.8,5.0,2.1,"Random team generator with saved lists, team-size mode, and power-player marking",Free web tool with optional PayPal donation. No account required.,constraints
304,The Decider Team Generator,https://www.the-decider.com/team-generator,2.8,3.8,3.3,2.3,2.3,1.8,5.0,2.2,"Quick random teams with by-count/by-size mode, reshuffle, and copy",Free. No account is required.,
305,Thunderbit Random Team Generator,https://thunderbit.com/tool/random-team-generator,2.8,3.4,3.2,2.2,3.5,0.8,3.8,2.1,Quick random teams with CSV download if hosted processing and marketing funnel are acceptable,Free public tool; broader Thunderbit product has sign-in and paid-product context.,strong-exports
306,ToolsJam Group Generator,https://www.toolsjam.co/tools/classroom-event/group-generator,2.8,2.8,3.3,2.4,1.2,3.5,5.0,2.2,Classroom group generator tied to shared student roster tools,Free browser tool. No account required according to site copy.,
307,TPT Small Group Generator,https://www.teacherspayteachers.com/Product/Small-Group-Generator-13075850?msockid=0dcbe678248c6b9c19e7f3e625556a27,2.8,2.6,3.0,2.7,1.5,1.8,1.5,2.7,Paid Teachers Pay Teachers small-group template with data-driven grouping claims,"Paid TPT resource; sale price observed as $4.00, regular $10.00.",constraints
308,Ubikami Random Team Generator,https://ubikami.com/randomteamgenerator,2.8,3.5,2.8,1.6,1.0,1.6,5.0,2.0,Simple random team generator with generated results,Free ad-supported web tool. No account required.,basic-randomizer
309,UD5 Random Team Generator,https://www.ud5.com/tool/random-team-generator,2.8,4.2,3.4,2.3,2.7,2.9,5.0,2.1,"Simple local team splits with cleanup, custom prefix, history, and export menu",Free. No account is required.,
310,Utilizor Random Team Generator,https://www.utilizor.com/tools/random-team-generator,2.8,3.2,3.1,1.9,1.0,2.6,5.0,2.0,Simple random team generator with creative team-name claims,Free ad-supported web tool. No account required.,
311,Vertex42 Random Group Generator Template,https://www.vertex42.com/ExcelTemplates/random-group-generator.html,2.8,2.8,3.0,2.4,4.0,3.0,4.7,2.2,Spreadsheet users who want a downloadable Excel/Google Sheets random grouping template,Free template for private use. Downloadable Excel file and Google Sheets option; no account required for the template page.,strong-exports
312,VirtualEscapeRooms Random Group Generator,https://virtualescaperooms.org/random-group-generator/,2.8,3.0,3.0,1.7,1.0,1.8,5.0,2.0,Escape-room themed squad generator for team-building groups,Free web tool on a store site. No account required.,basic-randomizer
313,YesNoWheel Picker Random Team Generator,https://www.yesornowheelpicker.com/random-team-generator,2.8,4.0,3.3,2.0,0.8,3.0,5.0,2.0,Basic browser-side random teams with bulk add and file import,Free web tool. No account is required.,
314,Be Youthful Random Team Maker,https://beyouthful.net/random-team-maker/,2.7,3.1,2.7,1.9,2.6,2.5,5.0,2.0,Pair/team maker with CSV download and shuffle again,Free ad-supported web tool. No account required.,strong-exports
315,ClassDojo Group Maker,https://www.classdojo.com/toolkit/groupmaker/,2.7,3.1,4.1,2.6,1.5,3.7,1.5,2.4,Teachers already using ClassDojo who want quick classroom groups,"ClassDojo Toolkit is advertised as free and included in the ClassDojo app. ClassDojo also has optional paid/premium family features, but the Group Maker workflow itself is positioned as free.",constraints
316,CodeBeautify Random Team Generator,https://codebeautify.org/random-team-generator,2.7,3.2,2.5,2.2,2.6,1.8,4.5,2.1,Ad-supported quick random teams with per-team copy/download controls,Free web tool. Login/favorites are optional; ads and consent management are present.,
317,Fun Group Names Random Team Generator,https://fungroupnames.com/random-team-generator/,2.7,4.0,2.3,2.4,3.2,1.0,5.0,2.0,A content-site group randomizer if the embedded script works in your browser,Free web tool. No account required.,
318,Group Assigner,https://group-assigner.com/,2.7,4.4,3.7,2.3,1.5,2.0,5.0,2.2,Quick classroom or workshop groups with random team names and focus mode,Free web tool. No account required.,
319,HyperToolbox Random Group Generator,https://hypertoolbox.com/en/randomGrouping,2.7,3.8,3.0,1.8,1.0,2.3,5.0,2.2,Browser-side random grouping with group-count and members-per-group modes,Free ad-supported web tool. No account required.,
320,Nancy's Hearth Random Team Generator,https://teams.nancyshearth.com/,2.7,4.5,2.8,1.7,2.2,4.5,5.0,2.0,Very simple random teams for virtual game nights,Free web tool. No account is required.,"privacy-friendly,basic-randomizer"
321,Online Stopwatch Random Group Generator,https://www.online-stopwatch.com/random-group-generators/,2.7,3.8,2.8,2.3,3.6,1.7,4.8,2.0,Classroom presentation-style random groups with animated reveals,"Free with ads. Premium removes ads and adds account features such as saved lists/My Page; the premium page advertises one-off access options and group accounts, with cookies required for premium login.",strong-exports
322,Orgise Random Group Generator,https://orgise.github.io/web/utilities/random-group-generator/,2.7,3.0,2.4,1.5,0.6,4.5,5.0,2.0,Tiny GitHub Pages random group generator with group-count or people-per-group modes,Free static web tool. No account required.,"privacy-friendly,basic-randomizer"
323,RandomTools.app Random Team Generator,https://randomtools.app/random-team-generator/,2.7,4.0,3.3,2.2,2.3,2.9,5.0,2.1,Simple random teams with copy output and recent-draw history,Free. No account is required.,
324,Spin Numbers Make Random Teams,https://www.spinumbers.com/make-random-teams/,2.7,4.4,3.5,1.8,2.0,2.0,5.0,2.1,Quick local random team splits with copy-only output,Free web tool. No account is required.,basic-randomizer
325,SpinDrop Groepjesmaker,https://spindrop.us/nl/groepjesmaker/,2.7,3.0,2.7,1.5,0.6,1.5,5.0,1.8,Dutch random group maker with people-per-group mode,Free ad-supported web tool. No account required.,basic-randomizer
326,Suijidaquan Random Grouping Generator,https://www.suijidaquan.com/en/team-generator,2.7,3.2,2.8,1.7,1.5,3.0,5.0,2.0,Multilingual random grouping page with share and configurable randomization,Free web tool. No account required.,basic-randomizer
327,Super Teacher Tools Classroom Seating / Groups,https://www.superteachertools.us/instantclassroom/group-maker.php,2.7,2.4,1.8,2.6,2.0,1.1,1.4,2.2,Teachers who want saved class rosters plus simple random classroom groups,"Free. The product page says “100% Free forever,” but actual custom class use requires creating a Super Teacher Tools / Instant Classroom group account.",
328,Teacher Commons Group Maker,https://teachercommons.com/classroom-management-and-productivity-tools/group-maker,2.7,4.1,3.0,1.8,1.2,3.7,5.0,2.1,Minimal classroom group maker from a teacher-tool site,Free. No account is required.,basic-randomizer
329,Transum Random Student Generator,https://www.transum.org/Software/RandomStudents/,2.7,2.6,2.5,2.3,1.8,2.2,4.0,2.1,Teacher student arranger with saved class list and group-count arrangements,Free ad-supported web tool; optional Class Admin account for multiple classes.,
330,UD5 Team Randomizer,https://www.ud5.com/tool/team-randomizer,2.7,3.7,2.8,1.8,1.8,2.8,5.0,2.4,Simple team randomizer with count/size modes and copy results,Free web tool. No login required.,
331,UtilityKit Random Team Generator,https://utilitykit.tools/random-team-generator,2.7,3.8,3.0,1.8,0.8,4.2,5.0,2.1,Simple browser-side random squads on a low-friction page,Free. No account is required.,"privacy-friendly,basic-randomizer"
332,Vibox Random Team Generator,https://vibox.app/tools/fun/team.html,2.7,4.0,2.8,1.8,0.4,2.6,5.0,2.0,Tiny no-account random team splitting with team-count or people-per-team mode,Free web tool. No account is required.,basic-randomizer
333,VisualTimer Random Group Generator,https://visualtimer.com/tools/random-group-generator/,2.7,4.4,3.7,2.2,1.2,4.0,5.0,2.0,Simple classroom random groups with reveal mode,Free. No account is required.,privacy-friendly
334,WayToLearnX Random Team Generator,https://tools.waytolearnx.com/en/random-team-generator,2.7,3.0,2.8,1.8,1.3,2.0,5.0,1.9,Utility-site random team generator with group/member count inputs and share link,Free ad-supported web tool. No account required.,basic-randomizer
335,Webby Student Group Generator,https://webby.tools/student-group-generator/,2.7,4.4,3.2,2.2,2.8,1.3,5.0,2.1,Quick classroom random groups with printable PDF output,Free. No account is required. The site discloses affiliate links and loads advertising/affiliate scripts.,
336,WebCatalog Random Group Generator App,https://webcatalog.io/en/apps/random-group-generator,2.7,2.8,3.0,2.8,2.8,2.0,2.8,2.4,Desktop-app wrapper/listing for a random group generator with constraints and export claims,Desktop app wrapper via WebCatalog. WebCatalog account/pricing may apply for some features.,constraints
337,WheelOfNamesPicker Team Generator,https://wheelofnamespicker.org/pages/team-generator.html,2.7,3.6,2.8,1.9,1.0,2.8,5.0,1.9,Simple team generator with equal-size/random-size modes and sample names,Free ad-supported web tool. No account required.,
338,WordMint Random Group Generator,https://wordmint.com/random-group-generator,2.7,4.4,3.2,2.0,2.2,1.8,5.0,2.0,Simple classroom groups with a copy-to-clipboard button,Free web tool. No account required for the group generator; the broader WordMint product has accounts and paid plans.,
339,Ahsan Kamal Group Formation Tool,https://github.com/ahsankamal/Group-Formation-Tool,2.6,1.6,2.2,3.0,1.6,3.4,2.2,2.7,Open-source Spring Boot CATME-style student group-formation project,Free open-source code. Requires Java/Spring/MySQL setup.,constraints
340,AnyTextEditor Random Team Generator,https://anytexteditor.com/random-team-generator,2.6,3.2,2.3,1.4,0.8,1.2,5.0,1.9,Ad-heavy basic random team generator,Free ad-supported web tool. No account required.,basic-randomizer
341,CalculatingHub Random Team Generator,https://www.calculatinghub.com/en/randomizers/team-generator/,2.6,3.0,2.8,1.7,1.0,2.2,5.0,2.0,Separator-based random team generator with duplicate removal,Free ad-supported web tool. No account required.,basic-randomizer
342,CBC Tools Random Groups,https://cbc-tools.github.io/random-groups/,2.6,2.8,2.2,1.7,1.0,4.0,5.0,2.0,Static roster-based random groups app,Free static web app. No account required.,"privacy-friendly,basic-randomizer"
343,Euan Riggans Team Builder,https://teambuilder.euanriggans.com/,2.6,4.0,2.6,1.6,0.4,4.0,5.0,2.0,Tiny local random team splitting with save/load for the roster,Free web tool. No account is required.,"privacy-friendly,basic-randomizer"
344,Fotify Speed Dating Event Planner,https://fotify.app/tools/speed-dating-event-planner/,2.6,4.3,4.0,2.2,2.0,3.0,5.0,1.9,Quick speed-dating event timing plans,The planner page is free and requires no account. Fotify advertises Match & Connect at $19.99 per event for the matchmaking app layer.,multi-round
345,Games4esl Random Group Generator,https://games4esl.com/teacher-tools/random-group-generator/,2.6,4.0,3.1,1.7,3.4,1.0,5.0,2.0,Teachers who want quick random classroom groups and a printable PDF,Free web tool. No account required.,basic-randomizer
346,Juicy Tools Group Maker,https://juicytools.app/tools/group-maker,2.6,2.5,3.4,2.4,1.2,2.1,1.8,2.4,Teacher suite group maker with free-trial account flow,14-day free trial; sign-in required for full tool access.,
347,LiteTools Team Picker Wheel,https://www.litetools.net/p/team-picker-wheel.html,2.6,3.0,2.8,1.6,0.8,1.2,5.0,1.9,Ad-supported team picker wheel with team-count control,Free ad-supported web tool. No account required.,basic-randomizer
348,Lommeregnere Random Team Generator,https://lommeregnere.net/random-team-generator,2.6,3.0,2.5,1.3,0.6,2.0,5.0,1.9,Danish-language random team generator with names textarea and team count,Free ad-supported web tool. No account required.,basic-randomizer
349,RakkoTools Random Group Generator,https://en.rakko.tools/tools/59/,2.6,4.3,2.2,2.4,4.0,1.0,5.0,2.1,Basic random groups with CSV export,"Free, ad-supported web tool. No account or payment is needed for the basic generator; pricing is not the issue, the weak privacy/ad-tech environment is.",strong-exports
